Suburb,Rooms,Price,Date,Bedroom2,Bathroom,BuildingArea,YearBuilt,Regionname
St Kilda,4,1900000,12/11/2016,4,2,202,1890,Southern Metropolitan
St Kilda,2,570000,12/11/2016,2,1,,1960,Southern Metropolitan
St Kilda,2,540000,13/08/2016,2,1,70,2003,Southern Metropolitan
St Kilda,2,475000,13/08/2016,2,1,83,1970,Southern Metropolitan
St Kilda,1,335000,13/08/2016,1,1,,2013,Southern Metropolitan
St Kilda,2,570000,14/05/2016,2,2,70,2000,Southern Metropolitan
St Kilda,2,561000,14/05/2016,2,1,,,Southern Metropolitan
St Kilda,2,400000,14/05/2016,2,1,65,1970,Southern Metropolitan
St Kilda,2,1220000,14/05/2016,2,1,,,Southern Metropolitan
St Kilda,3,920000,15/10/2016,3,2,134,2000,Southern Metropolitan
St Kilda,1,330000,15/10/2016,1,1,,,Southern Metropolitan
St Kilda,2,503500,16/04/2016,2,1,72,1940,Southern Metropolitan
St Kilda,2,580000,16/04/2016,2,1,95,1930,Southern Metropolitan
St Kilda,1,360000,16/07/2016,1,1,,,Southern Metropolitan
St Kilda,1,320000,16/07/2016,1,2,,2013,Southern Metropolitan
St Kilda,3,1295000,16/07/2016,3,2,200,2000,Southern Metropolitan
St Kilda,2,481000,16/07/2016,2,1,61,1966,Southern Metropolitan
St Kilda,3,1120000,18/03/2017,3,2,133,2006,Southern Metropolitan
St Kilda,1,400000,18/03/2017,1,1,52,2012,Southern Metropolitan
St Kilda,2,582000,18/03/2017,2,1,,1955,Southern Metropolitan
St Kilda,1,1210000,18/03/2017,1,1,49,1970,Southern Metropolitan
St Kilda,1,366000,18/03/2017,1,1,,,Southern Metropolitan
St Kilda,2,808000,18/03/2017,2,1,,1908,Southern Metropolitan
St Kilda,2,1316000,18/03/2017,2,1,,,Southern Metropolitan
St Kilda,2,640000,18/03/2017,2,1,,,Southern Metropolitan
St Kilda,2,785000,18/06/2016,2,2,98,2006,Southern Metropolitan
St Kilda,1,450000,18/06/2016,1,1,61,2009,Southern Metropolitan
St Kilda,2,875000,18/06/2016,2,1,68,1900,Southern Metropolitan
St Kilda,2,650000,18/06/2016,2,1,70,1930,Southern Metropolitan
St Kilda,2,431000,18/06/2016,2,1,71,1940,Southern Metropolitan
St Kilda,2,385000,18/06/2016,2,1,46,1970,Southern Metropolitan
St Kilda,2,575000,18/06/2016,2,2,78,2013,Southern Metropolitan
St Kilda,2,757500,19/11/2016,2,1,,,Southern Metropolitan
St Kilda,2,535000,19/11/2016,2,1,,,Southern Metropolitan
St Kilda,2,610000,19/11/2016,2,1,,,Southern Metropolitan
St Kilda,5,4400000,19/11/2016,5,4,312,1900,Southern Metropolitan
St Kilda,2,610000,22/05/2016,2,1,,1970,Southern Metropolitan
St Kilda,1,420000,22/05/2016,1,1,,,Southern Metropolitan
St Kilda,2,1250000,22/08/2016,2,1,,,Southern Metropolitan
St Kilda,1,360000,22/08/2016,1,1,,,Southern Metropolitan
St Kilda,2,450000,22/08/2016,2,1,,2006,Southern Metropolitan
St Kilda,2,535000,23/04/2016,2,1,70,1930,Southern Metropolitan
St Kilda,2,1200500,24/09/2016,2,1,83,1915,Southern Metropolitan
St Kilda,2,565000,24/09/2016,2,2,76,2013,Southern Metropolitan
St Kilda,1,452000,25/02/2017,1,1,,,Southern Metropolitan
St Kilda,2,520000,25/02/2017,2,1,63,1980,Southern Metropolitan
St Kilda,2,482300,25/02/2017,2,1,,,Southern Metropolitan
St Kilda,2,902000,25/02/2017,2,1,108,1920,Southern Metropolitan
St Kilda,3,1600000,25/02/2017,3,2,3,1850,Southern Metropolitan
St Kilda,2,1435000,25/02/2017,2,1,,,Southern Metropolitan
St Kilda,2,750000,26/07/2016,2,2,105,2009,Southern Metropolitan
St Kilda,2,1365000,26/07/2016,2,1,123,1910,Southern Metropolitan
St Kilda,4,1950000,26/07/2016,4,2,211,1880,Southern Metropolitan
St Kilda,2,470000,26/07/2016,2,1,,,Southern Metropolitan
St Kilda,3,1678000,27/06/2016,3,2,171,2016,Southern Metropolitan
St Kilda,2,400000,27/06/2016,2,1,67,1970,Southern Metropolitan
St Kilda,2,500000,27/11/2016,2,2,104,2000,Southern Metropolitan
St Kilda,4,4750000,27/11/2016,4,3,,,Southern Metropolitan
St Kilda,2,760000,27/11/2016,2,1,95,1930,Southern Metropolitan
St Kilda,3,720000,27/11/2016,3,1,,,Southern Metropolitan
St Kilda,1,461000,27/11/2016,1,1,,,Southern Metropolitan
St Kilda,2,580000,27/11/2016,2,1,102,1995,Southern Metropolitan
St Kilda,2,700000,28/05/2016,2,1,,,Southern Metropolitan
St Kilda,2,430000,28/05/2016,2,1,63,2008,Southern Metropolitan
St Kilda,3,1030000,28/05/2016,3,1,,,Southern Metropolitan
St Kilda,2,1100000,28/05/2016,2,1,141,1920,Southern Metropolitan
St Kilda,3,1225000,28/08/2016,3,1,,2000,Southern Metropolitan
St Kilda,1,400000,28/08/2016,1,1,,,Southern Metropolitan
St Kilda,1,435000,28/08/2016,1,1,69,1995,Southern Metropolitan
St Kilda,2,648000,30/07/2016,2,1,,,Southern Metropolitan
St Kilda,1,354000,30/07/2016,1,1,46,1960,Southern Metropolitan
St Kilda,2,550000,30/07/2016,2,1,,,Southern Metropolitan
St Kilda,1,475000,30/07/2016,1,1,,,Southern Metropolitan
Strathmore,3,905000,3/9/2016,3,2,,,Western Metropolitan
Strathmore,4,1052000,3/9/2016,4,2,,,Western Metropolitan
Strathmore,4,1015000,6/8/2016,3,2,,1970,Western Metropolitan
Strathmore,4,1265000,7/5/2016,3,1,,1950,Western Metropolitan
Strathmore,3,1025000,7/5/2016,3,2,180,1950,Western Metropolitan
Strathmore,3,1430000,7/5/2016,3,1,158,1950,Western Metropolitan
Strathmore,3,1330000,10/9/2016,3,2,159,1950,Western Metropolitan
Strathmore,3,1200000,10/9/2016,3,2,,,Western Metropolitan
Strathmore,2,1321000,10/12/2016,2,1,,,Western Metropolitan
Strathmore,4,1635000,11/2/2017,4,2,297,1995,Western Metropolitan
Strathmore,3,1194000,11/2/2017,3,1,143,1930,Western Metropolitan
Strathmore,5,1440000,12/6/2016,5,3,347,1990,Western Metropolitan
Strathmore,4,1300000,12/11/2016,4,3,160,1970,Western Metropolitan
Strathmore,3,850000,15/10/2016,3,3,207,2016,Western Metropolitan
Strathmore,3,1150000,15/10/2016,3,2,164,1950,Western Metropolitan
Strathmore,3,910000,15/10/2016,3,1,117,1960,Western Metropolitan
Strathmore,4,1430000,16/04/2016,4,2,224,1990,Western Metropolitan
Strathmore,5,915000,16/04/2016,5,3,,,Western Metropolitan
Strathmore,3,622500,16/07/2016,3,2,127,2004,Western Metropolitan
Strathmore,3,1500000,17/09/2016,3,2,196,1950,Western Metropolitan
Strathmore,4,995000,18/03/2017,4,3,,,Western Metropolitan
Strathmore,4,1280000,18/03/2017,4,2,25,1977,Western Metropolitan
Strathmore,5,1485000,18/06/2016,5,2,365,2012,Western Metropolitan
Strathmore,3,1080000,18/06/2016,3,2,46,1980,Western Metropolitan
Strathmore,4,1715000,18/06/2016,4,3,348,2001,Western Metropolitan
Strathmore,5,2650000,19/11/2016,5,3,365,2009,Western Metropolitan
Strathmore,2,630000,22/05/2016,3,2,106,2000,Western Metropolitan
Strathmore,3,1205000,23/04/2016,3,1,,,Western Metropolitan
Strathmore,2,535000,23/04/2016,2,1,,,Western Metropolitan
Strathmore,3,1075000,24/09/2016,3,2,,,Western Metropolitan
Strathmore,3,1000000,25/02/2017,3,1,,,Western Metropolitan
Strathmore,3,1400000,26/07/2016,4,1,,,Western Metropolitan
Strathmore,4,920000,27/06/2016,4,1,,,Western Metropolitan
Strathmore,5,960000,27/06/2016,5,3,,,Western Metropolitan
Strathmore,3,1160000,27/06/2016,3,1,,,Western Metropolitan
Strathmore,4,1370000,28/05/2016,4,2,208,1960,Western Metropolitan
Strathmore,3,600000,28/08/2016,4,3,,,Western Metropolitan
Strathmore,5,880000,30/07/2016,5,3,,,Western Metropolitan
Strathmore,3,1285000,30/07/2016,3,2,,,Western Metropolitan
Sunshine,2,260000,3/9/2016,2,1,,,Western Metropolitan
Sunshine,3,800000,3/12/2016,3,2,165,1940,Western Metropolitan
Sunshine,3,950000,3/12/2016,3,1,145,1960,Western Metropolitan
Sunshine,3,625000,3/12/2016,3,1,,1950,Western Metropolitan
Sunshine,2,710000,3/12/2016,2,1,,,Western Metropolitan
Sunshine,3,735000,4/3/2017,3,1,,,Western Metropolitan
Sunshine,3,1001000,4/3/2017,3,1,,,Western Metropolitan
Sunshine,3,780000,4/3/2017,3,1,115,1943,Western Metropolitan
Sunshine,2,710000,4/3/2017,2,1,,,Western Metropolitan
Sunshine,4,1350500,4/3/2017,4,1,181,1940,Western Metropolitan
Sunshine,3,745000,4/3/2017,3,1,122,1960,Western Metropolitan
Sunshine,2,490000,4/3/2017,2,1,,,Western Metropolitan
Sunshine,4,700000,6/8/2016,4,2,,,Western Metropolitan
Sunshine,5,895000,7/5/2016,4,2,,,Western Metropolitan
Sunshine,3,657500,7/5/2016,3,1,116,1955,Western Metropolitan
Sunshine,4,1030000,7/5/2016,4,2,309,2002,Western Metropolitan
Sunshine,3,460000,7/11/2016,3,2,110,2009,Western Metropolitan
Sunshine,3,725000,7/11/2016,3,1,,,Western Metropolitan
Sunshine,3,620000,7/11/2016,3,1,,,Western Metropolitan
Sunshine,3,460000,7/11/2016,3,1,,,Western Metropolitan
Sunshine,2,470000,7/11/2016,2,1,,,Western Metropolitan
Sunshine,3,910000,7/11/2016,3,1,,,Western Metropolitan
Sunshine,3,702000,10/9/2016,3,1,,1950,Western Metropolitan
Sunshine,3,580000,10/9/2016,3,1,,,Western Metropolitan
Sunshine,3,490000,10/12/2016,3,1,115,1950,Western Metropolitan
Sunshine,4,890000,12/11/2016,4,1,127,1930,Western Metropolitan
Sunshine,3,675000,13/08/2016,3,1,,,Western Metropolitan
Sunshine,2,425000,14/05/2016,2,1,80,2000,Western Metropolitan
Sunshine,3,715000,14/05/2016,3,1,104,1925,Western Metropolitan
Sunshine,3,816000,15/10/2016,3,1,113,1958,Western Metropolitan
Sunshine,2,825000,15/10/2016,2,1,,,Western Metropolitan
Sunshine,3,950000,15/10/2016,3,1,,,Western Metropolitan
Sunshine,2,425500,15/10/2016,2,1,72,1970,Western Metropolitan
Sunshine,3,735000,15/10/2016,3,1,,,Western Metropolitan
Sunshine,3,595000,15/10/2016,3,1,,,Western Metropolitan
Sunshine,3,735000,15/10/2016,3,1,,,Western Metropolitan
Sunshine,3,610000,16/04/2016,3,1,118,1965,Western Metropolitan
Sunshine,3,600000,16/04/2016,3,1,126,1950,Western Metropolitan
Sunshine,3,595999,16/07/2016,3,1,,,Western Metropolitan
Sunshine,2,591000,16/07/2016,2,1,,,Western Metropolitan
Sunshine,3,590000,16/07/2016,3,1,,,Western Metropolitan
Sunshine,4,691000,16/07/2016,4,1,,,Western Metropolitan
Sunshine,3,701000,16/07/2016,3,1,,,Western Metropolitan
Sunshine,2,688000,16/07/2016,2,1,,,Western Metropolitan
Sunshine,2,611000,17/09/2016,2,1,77,1925,Western Metropolitan
Sunshine,3,655000,17/09/2016,3,1,,,Western Metropolitan
Sunshine,2,551000,18/03/2017,2,1,,,Western Metropolitan
Sunshine,3,750000,18/03/2017,3,1,,,Western Metropolitan
Sunshine,4,670000,18/03/2017,4,1,106,1950,Western Metropolitan
Sunshine,4,888000,18/03/2017,4,1,,,Western Metropolitan
Sunshine,3,607500,18/06/2016,3,1,,,Western Metropolitan
Sunshine,3,850000,18/06/2016,3,1,,1970,Western Metropolitan
Sunshine,4,590000,18/06/2016,3,1,,,Western Metropolitan
Sunshine,2,555000,18/06/2016,2,1,,,Western Metropolitan
Sunshine,3,605000,19/11/2016,3,1,104,1956,Western Metropolitan
Sunshine,4,930000,19/11/2016,4,2,174,2005,Western Metropolitan
Sunshine,2,550000,19/11/2016,2,1,,,Western Metropolitan
Sunshine,3,880000,19/11/2016,3,1,107,1925,Western Metropolitan
Sunshine,3,570000,19/11/2016,3,1,105,1970,Western Metropolitan
Sunshine,3,700000,22/05/2016,3,1,75,1960,Western Metropolitan
Sunshine,3,571000,22/05/2016,3,1,,1960,Western Metropolitan
Sunshine,4,835000,22/05/2016,4,2,,1980,Western Metropolitan
Sunshine,3,625000,22/08/2016,3,1,120,1955,Western Metropolitan
Sunshine,3,695000,22/08/2016,3,1,117,1930,Western Metropolitan
Sunshine,3,794000,25/02/2017,3,1,,,Western Metropolitan
Sunshine,3,890000,25/02/2017,3,1,,,Western Metropolitan
Sunshine,3,910000,25/02/2017,3,2,650,1992,Western Metropolitan
Sunshine,3,607000,25/02/2017,3,1,122,1965,Western Metropolitan
Sunshine,3,679500,26/07/2016,3,1,125,2002,Western Metropolitan
Sunshine,3,500000,27/06/2016,3,1,159,1985,Western Metropolitan
Sunshine,4,895000,27/11/2016,4,2,144,1945,Western Metropolitan
Sunshine,3,762500,27/11/2016,3,1,,,Western Metropolitan
Sunshine,2,702000,27/11/2016,2,1,,,Western Metropolitan
Sunshine,2,410000,28/05/2016,2,2,85,2008,Western Metropolitan
Sunshine,2,720000,28/05/2016,2,1,,,Western Metropolitan
Sunshine,3,590000,28/05/2016,3,2,,,Western Metropolitan
Sunshine,3,635000,28/05/2016,4,1,107,1960,Western Metropolitan
Sunshine,3,711000,28/08/2016,3,1,,,Western Metropolitan
Sunshine,4,700000,30/07/2016,4,1,,,Western Metropolitan
Sunshine,2,435000,30/07/2016,2,1,,1940,Western Metropolitan
Sunshine,4,1001000,30/07/2016,2,2,97,,Western Metropolitan
Sunshine,3,591500,30/07/2016,3,1,,,Western Metropolitan
Sunshine North,4,716000,3/9/2016,4,1,,,Western Metropolitan
Sunshine North,3,701000,4/3/2017,3,2,,,Western Metropolitan
Sunshine North,3,555000,4/6/2016,3,1,,,Western Metropolitan
Sunshine North,3,490000,4/6/2016,3,1,,,Western Metropolitan
Sunshine North,3,620500,4/6/2016,3,1,,,Western Metropolitan
Sunshine North,3,480000,6/8/2016,3,1,99,1978,Western Metropolitan
Sunshine North,2,435000,6/8/2016,2,1,81,1960,Western Metropolitan
Sunshine North,3,607000,7/5/2016,3,1,,,Western Metropolitan
Sunshine North,3,600000,7/5/2016,3,1,,,Western Metropolitan
Sunshine North,2,560000,7/5/2016,2,1,106,1970,Western Metropolitan
Sunshine North,4,626800,7/11/2016,4,1,130,1950,Western Metropolitan
Sunshine North,3,670000,8/10/2016,3,1,,,Western Metropolitan
Sunshine North,3,571500,8/10/2016,3,2,137,1990,Western Metropolitan
Sunshine North,2,315000,8/10/2016,2,1,,,Western Metropolitan
Sunshine North,3,630000,10/12/2016,3,1,,,Western Metropolitan
Sunshine North,3,685000,10/12/2016,3,1,,,Western Metropolitan
Sunshine North,3,690000,10/12/2016,3,1,,,Western Metropolitan
Sunshine North,5,605000,10/12/2016,5,2,133,1960,Western Metropolitan
Sunshine North,3,808000,10/12/2016,3,1,,,Western Metropolitan
Sunshine North,3,790000,11/3/2017,3,1,,,Western Metropolitan
Sunshine North,3,600000,12/11/2016,3,1,112,1960,Western Metropolitan
Sunshine North,3,650000,12/11/2016,3,1,112,1950,Western Metropolitan
Sunshine North,4,640000,12/11/2016,4,1,,,Western Metropolitan
Sunshine North,4,736000,12/11/2016,4,1,133,1955,Western Metropolitan
Sunshine North,3,605000,12/11/2016,3,1,,,Western Metropolitan
Sunshine North,3,650000,14/05/2016,3,1,,,Western Metropolitan
Sunshine North,3,725000,15/10/2016,3,1,,,Western Metropolitan
Sunshine North,2,715000,15/10/2016,2,1,,,Western Metropolitan
Sunshine North,4,735000,16/04/2016,4,2,201,1975,Western Metropolitan
Sunshine North,3,635800,16/04/2016,3,1,,,Western Metropolitan
Sunshine North,3,432500,16/07/2016,3,1,,,Western Metropolitan
Sunshine North,3,621000,17/09/2016,3,1,,,Western Metropolitan
Sunshine North,3,580000,18/03/2017,3,1,,,Western Metropolitan
Sunshine North,3,680000,18/03/2017,3,1,105,,Western Metropolitan
Sunshine North,3,700000,18/06/2016,3,1,111,1975,Western Metropolitan
Sunshine North,3,650000,19/11/2016,3,1,,,Western Metropolitan
Sunshine North,2,1190000,19/11/2016,2,1,141,1950,Western Metropolitan
Sunshine North,3,591000,22/05/2016,3,1,673,1970,Western Metropolitan
Sunshine North,3,665000,22/05/2016,3,1,101,1940,Western Metropolitan
Sunshine North,3,710000,22/08/2016,3,1,,,Western Metropolitan
Sunshine North,4,705000,25/02/2017,4,2,,,Western Metropolitan
Sunshine North,3,520000,25/02/2017,3,1,,,Western Metropolitan
Sunshine North,3,620000,26/07/2016,3,3,155,2011,Western Metropolitan
Sunshine North,3,503000,27/06/2016,3,1,90,1945,Western Metropolitan
Sunshine North,5,1000000,28/05/2016,4,2,295,1999,Western Metropolitan
Sunshine North,3,650000,28/08/2016,3,1,,,Western Metropolitan
Sunshine North,3,871000,28/08/2016,3,1,,,Western Metropolitan
Sunshine West,3,496000,3/9/2016,3,1,,,Western Metropolitan
Sunshine West,3,488000,3/12/2016,3,1,,,Western Metropolitan
Sunshine West,3,560000,3/12/2016,3,1,115,1970,Western Metropolitan
Sunshine West,3,615000,3/12/2016,3,2,152,1975,Western Metropolitan
Sunshine West,3,450000,4/6/2016,3,3,178,2004,Western Metropolitan
Sunshine West,3,581000,7/5/2016,3,1,,1970,Western Metropolitan
Sunshine West,4,625000,7/11/2016,4,2,,1960,Western Metropolitan
Sunshine West,4,645400,7/11/2016,4,2,,,Western Metropolitan
Sunshine West,3,680000,7/11/2016,3,1,144,1966,Western Metropolitan
Sunshine West,3,620000,8/10/2016,3,1,125,1960,Western Metropolitan
Sunshine West,3,545000,10/12/2016,3,2,131,2011,Western Metropolitan
Sunshine West,5,621000,10/12/2016,5,2,176,1997,Western Metropolitan
Sunshine West,3,515000,10/12/2016,3,1,106,,Western Metropolitan
Sunshine West,4,601000,11/3/2017,4,1,,,Western Metropolitan
Sunshine West,3,687000,12/11/2016,3,1,102,1950,Western Metropolitan
Sunshine West,3,668000,12/11/2016,3,1,,1970,Western Metropolitan
Sunshine West,3,485000,12/11/2016,3,4,166,1955,Western Metropolitan
Sunshine West,4,510000,13/08/2016,4,1,151,1970,Western Metropolitan
Sunshine West,3,665000,14/05/2016,3,3,,,Western Metropolitan
Sunshine West,3,500000,14/05/2016,3,1,133,1970,Western Metropolitan
Sunshine West,3,825000,15/10/2016,3,1,,,Western Metropolitan
Sunshine West,3,480000,16/04/2016,3,1,148,1960,Western Metropolitan
Sunshine West,3,544500,16/04/2016,4,2,,,Western Metropolitan
Sunshine West,4,621000,16/07/2016,3,1,130,1950,Western Metropolitan
Sunshine West,3,575000,17/09/2016,3,1,,,Western Metropolitan
Sunshine West,3,650000,18/03/2017,3,1,,1970,Western Metropolitan
Sunshine West,3,593000,18/03/2017,3,1,,,Western Metropolitan
Sunshine West,3,690000,18/03/2017,3,1,121,1967,Western Metropolitan
Sunshine West,3,625000,18/03/2017,3,1,,,Western Metropolitan
Sunshine West,3,660000,18/03/2017,3,1,,,Western Metropolitan
Sunshine West,3,472500,18/06/2016,3,1,,,Western Metropolitan
Sunshine West,3,547500,18/06/2016,3,1,131,1950,Western Metropolitan
Sunshine West,3,590000,18/06/2016,3,2,,,Western Metropolitan
Sunshine West,1,280000,19/11/2016,1,1,45,2009,Western Metropolitan
Sunshine West,3,555000,22/08/2016,3,1,106,1975,Western Metropolitan
Sunshine West,3,587000,22/08/2016,3,1,,,Western Metropolitan
Sunshine West,3,600000,22/08/2016,3,2,156,1999,Western Metropolitan
Sunshine West,3,622500,24/09/2016,3,1,131,1970,Western Metropolitan
Sunshine West,2,350000,24/09/2016,2,1,80,1990,Western Metropolitan
Sunshine West,4,657000,25/02/2017,4,2,178,1975,Western Metropolitan
Sunshine West,3,795000,25/02/2017,3,1,,,Western Metropolitan
Sunshine West,3,682000,26/07/2016,3,1,155,1960,Western Metropolitan
Sunshine West,3,520000,27/06/2016,3,1,170,1960,Western Metropolitan
Sunshine West,3,470000,27/06/2016,3,1,103,1971,Western Metropolitan
Sunshine West,3,586000,27/06/2016,3,1,120,1960,Western Metropolitan
Sunshine West,3,305000,27/06/2016,3,1,114,1970,Western Metropolitan
Sunshine West,4,705000,27/11/2016,4,2,198,1975,Western Metropolitan
Sunshine West,3,486000,27/11/2016,3,1,,,Western Metropolitan
Sunshine West,4,645000,27/11/2016,4,2,215,1970,Western Metropolitan
Sunshine West,3,530000,27/11/2016,3,1,,,Western Metropolitan
Sunshine West,3,500000,27/11/2016,3,1,109,1970,Western Metropolitan
Sunshine West,3,510000,28/05/2016,3,2,141,2012,Western Metropolitan
Sunshine West,5,715000,28/08/2016,4,2,,,Western Metropolitan
Sunshine West,3,545000,28/08/2016,3,1,,,Western Metropolitan
Sunshine West,3,750500,28/08/2016,3,2,181,1995,Western Metropolitan
Sunshine West,3,451000,30/07/2016,3,1,146,1978,Western Metropolitan
Surrey Hills,4,2440000,3/9/2016,4,3,264,1930,Southern Metropolitan
Surrey Hills,3,1110000,3/9/2016,4,2,129,1970,Southern Metropolitan
Surrey Hills,4,2128000,3/9/2016,4,3,312,2000,Southern Metropolitan
Surrey Hills,3,2009000,3/9/2016,3,1,,,Southern Metropolitan
Surrey Hills,5,2200000,3/9/2016,5,3,235,1920,Southern Metropolitan
Surrey Hills,3,1330500,3/12/2016,3,2,,2004,Southern Metropolitan
Surrey Hills,3,1325000,3/12/2016,3,2,,,Southern Metropolitan
Surrey Hills,3,930000,4/2/2016,3,2,,1992,Southern Metropolitan
Surrey Hills,2,640000,4/3/2017,2,1,76,1970,Southern Metropolitan
Surrey Hills,2,745000,4/3/2017,2,1,,,Southern Metropolitan
Surrey Hills,3,2100000,4/6/2016,3,2,,,Southern Metropolitan
Surrey Hills,3,1700000,4/6/2016,3,1,180,1930,Southern Metropolitan
Surrey Hills,4,2500000,6/8/2016,4,2,256,1920,Southern Metropolitan
Surrey Hills,3,1910000,6/8/2016,3,2,,,Southern Metropolitan
Surrey Hills,2,1018000,6/8/2016,3,1,15,,Southern Metropolitan
Surrey Hills,4,2200000,7/5/2016,4,2,272,1920,Southern Metropolitan
Surrey Hills,3,736000,7/5/2016,3,1,,,Southern Metropolitan
Surrey Hills,2,770000,7/11/2016,2,1,,1960,Southern Metropolitan
Surrey Hills,4,2345000,7/11/2016,4,2,,,Southern Metropolitan
Surrey Hills,4,2860000,7/11/2016,4,2,264,2014,Southern Metropolitan
Surrey Hills,4,1530000,8/10/2016,4,2,,1890,Southern Metropolitan
Surrey Hills,4,1930000,8/10/2016,4,2,218,1950,Southern Metropolitan
Surrey Hills,4,1812500,8/10/2016,4,2,230,1920,Southern Metropolitan
Surrey Hills,2,760000,8/10/2016,2,1,80,1968,Southern Metropolitan
Surrey Hills,4,1300000,10/9/2016,4,2,198,1950,Southern Metropolitan
Surrey Hills,3,1864000,10/9/2016,2,2,,,Southern Metropolitan
Surrey Hills,3,2200000,10/9/2016,3,2,,,Southern Metropolitan
Surrey Hills,3,1960000,10/12/2016,3,2,173,1930,Southern Metropolitan
Surrey Hills,2,680000,10/12/2016,2,1,,,Southern Metropolitan
Surrey Hills,4,1455000,10/12/2016,4,2,,,Southern Metropolitan
Surrey Hills,5,2630000,10/12/2016,5,3,362,1925,Southern Metropolitan
Surrey Hills,3,880000,11/2/2017,3,1,110,1970,Southern Metropolitan
Surrey Hills,5,1650000,12/6/2016,5,5,,1930,Southern Metropolitan
Surrey Hills,3,1755000,12/11/2016,3,2,159,1970,Southern Metropolitan
Surrey Hills,4,1700000,12/11/2016,4,1,143,1900,Southern Metropolitan
Surrey Hills,2,805000,13/08/2016,2,1,,,Southern Metropolitan
Surrey Hills,5,1975000,13/08/2016,5,2,286,2001,Southern Metropolitan
Surrey Hills,2,610000,15/10/2016,2,1,78,1970,Southern Metropolitan
Surrey Hills,4,2003000,15/10/2016,4,2,,1880,Southern Metropolitan
Surrey Hills,2,831000,15/10/2016,2,1,,,Southern Metropolitan
Surrey Hills,5,1350000,16/04/2016,3,2,,1948,Southern Metropolitan
Surrey Hills,2,550000,16/04/2016,2,1,,,Southern Metropolitan
Surrey Hills,4,1850000,16/04/2016,5,2,292,1970,Southern Metropolitan
Surrey Hills,4,2050000,16/04/2016,3,2,293,1910,Southern Metropolitan
Surrey Hills,5,2100000,16/07/2016,5,2,277,1915,Southern Metropolitan
Surrey Hills,3,1150000,17/09/2016,3,2,145,2005,Southern Metropolitan
Surrey Hills,2,823000,17/09/2016,2,1,,1970,Southern Metropolitan
Surrey Hills,5,2100000,17/09/2016,5,4,,,Southern Metropolitan
Surrey Hills,2,770500,17/09/2016,1,2,92,1997,Southern Metropolitan
Surrey Hills,4,1250000,17/09/2016,3,2,,1930,Southern Metropolitan
Surrey Hills,2,600000,17/09/2016,2,1,105,1975,Southern Metropolitan
Surrey Hills,4,2060000,18/03/2017,4,2,,,Southern Metropolitan
Surrey Hills,4,1750000,18/03/2017,4,2,,,Southern Metropolitan
Surrey Hills,4,1725000,18/06/2016,3,2,,,Southern Metropolitan
Surrey Hills,2,620000,19/11/2016,2,1,,,Southern Metropolitan
Surrey Hills,2,562500,19/11/2016,2,1,,1950,Southern Metropolitan
Surrey Hills,4,1850000,22/05/2016,3,2,,,Southern Metropolitan
Surrey Hills,4,2125000,22/05/2016,4,2,239,1927,Southern Metropolitan
Surrey Hills,2,656000,22/05/2016,1,1,76,1970,Southern Metropolitan
Surrey Hills,4,1650000,22/05/2016,2,1,,1890,Southern Metropolitan
Surrey Hills,5,1518000,23/04/2016,5,2,231,1950,Southern Metropolitan
Surrey Hills,3,1560000,24/09/2016,0,2,209,2013,Southern Metropolitan
Surrey Hills,3,1185000,25/02/2017,3,2,,2000,Southern Metropolitan
Surrey Hills,3,865000,25/02/2017,3,1,101,1970,Southern Metropolitan
Surrey Hills,3,1135000,25/02/2017,3,1,,,Southern Metropolitan
Surrey Hills,4,2160000,25/02/2017,4,3,236,1969,Southern Metropolitan
Surrey Hills,2,899000,25/02/2017,2,1,,1980,Southern Metropolitan
Surrey Hills,6,2000000,26/07/2016,6,3,,1997,Southern Metropolitan
Surrey Hills,3,2300000,27/06/2016,3,2,219,1920,Southern Metropolitan
Surrey Hills,2,520000,27/06/2016,2,1,,,Southern Metropolitan
Surrey Hills,5,2450000,27/06/2016,5,4,,,Southern Metropolitan
Surrey Hills,2,600000,27/11/2016,2,1,80,1985,Southern Metropolitan
Surrey Hills,3,2180000,27/11/2016,3,1,128,1910,Southern Metropolitan
Surrey Hills,4,2760000,27/11/2016,4,2,,1920,Southern Metropolitan
Surrey Hills,2,813000,28/01/2016,2,1,,,Southern Metropolitan
Surrey Hills,3,1205000,28/01/2016,3,1,,,Southern Metropolitan
Surrey Hills,3,1251000,28/05/2016,4,2,211,1930,Southern Metropolitan
Surrey Hills,6,1650000,28/05/2016,4,3,295,1928,Southern Metropolitan
Surrey Hills,2,600000,28/05/2016,2,1,,,Southern Metropolitan
Surrey Hills,4,1835000,28/05/2016,4,2,185,1930,Southern Metropolitan
Surrey Hills,2,778500,28/05/2016,2,1,78,1960,Southern Metropolitan
Surrey Hills,4,1751000,28/08/2016,3,1,,,Southern Metropolitan
Surrey Hills,2,694000,28/08/2016,3,1,,,Southern Metropolitan
Templestowe Lower,3,1150000,3/9/2016,4,2,,,Eastern Metropolitan
Templestowe Lower,4,1201000,3/9/2016,4,2,221,1978,Eastern Metropolitan
Templestowe Lower,4,1165000,3/12/2016,4,2,170,1972,Eastern Metropolitan
Templestowe Lower,3,1098000,3/12/2016,3,2,167,,Eastern Metropolitan
Templestowe Lower,3,742500,3/12/2016,3,1,128,1980,Eastern Metropolitan
Templestowe Lower,5,1050000,4/3/2017,5,3,,,Eastern Metropolitan
